codigo_pdv;nome_pdv;razao_social;endereco;bairro;cidade;uf;cep;latitude;longitude;created_at;bandeira
18120;S18120 - HAVAN - AVENIDA DON LUIZ GUANELLA - 1201 - CANELA - RS;;AVENIDA DON LUIZ GUANELLA, 1201;SAO JOSE;CANELA;RS;95680992;-2.936.027;-5.083.915;2026-02-09 21:05:02.063994+00;HAVAN
10059;S10059 - COLOMBO - AVENIDA INDEPENDENCIA - 762 - SAO LEOPOLDO - RS;;AVENIDA INDEPENDENCIA, 762;CENTRO;SAO LEOPOLDO;RS;93010003;-2.976.641;-511.457;2026-02-09 21:05:01.947218+00;COLOMBO
8591;S08591 - HAVAN - AVENIDA DA EMANCIPACAO - 2130 - HORTOLANDIA - SP;;AVENIDA DA EMANCIPACAO, 2130;PARQUE DOS PINHEIROS;HORTOLANDIA;SP;13184654;-2.288.722;-471.942;2026-02-09 21:05:01.598207+00;HAVAN
228;S00228 - CLIMA RIO - AVENIDA LOBO JUNIOR - 1184 - RIO DE JANEIRO - RJ;;Avenida Lobo Junior, 1184;PENHA CIRCULAR;RIO DE JANEIRO;RJ;21010001;-228.311;-432.784;2026-02-09 21:05:01.598207+00;CLIMA RIO
1572;S47300 - COLOMBO - RUA JULIO DE CASTILHOS - 719 - FARROUPILHA - RS;;RUA JULIO DE CASTILHOS, 719;CENTRO;FARROUPILHA;RS;95170480;-2.923.001;-5.134.547;2026-02-09 21:05:02.063994+00;COLOMBO
66437;S66437 - COLOMBO - RUA JOSE FRANCISCO BERNARDES - 963 - CAMBORIU - SC;;RUA JOSE FRANCISCO BERNARDES, 963;AREIAS;CAMBORIU;SC;88345006;-2.703.123;-4.865.684;2026-02-09 21:05:01.947218+00;COLOMBO
85067;S85067 - COLOMBO - RUA DOUTOR GENARO RESENDE - 1106 - CAMBARA - PR;;RUA DOUTOR GENARO RESENDE, 1106,;;CAMBARA;PR;86390000;-2.304.608;-5.007.036;2026-02-09 21:05:02.694969+00;COLOMBO
7096;S07096 - FUJIOKA - AVENIDA T9 - 3311 - GOIANIA - GO;;AVENIDA T9, 3311;JARDIM AMERICA;GOIANIA;GO;74255220;-1.670.941;-492.915;2026-02-09 21:05:02.384876+00;FUJIOKA
1983;S01983 - UNIAR - AVENIDA SUPLICY - 443 - GUARULHOS - SP;;Avenida Suplicy, 443;JARDIM SANTA MENA;GUARULHOS;SP;7096000;-2.344.903;-46.54;2026-02-09 21:05:02.239959+00;STR
80693;S80693 - COLOMBO - AVENIDA VISCONDE DO RIO GRANDE - 1235 - BARRA DO RIBEIRO - RS;;AVENIDA VISCONDE DO RIO GRANDE, 1235;;BARRA DO RIBEIRO;RS;92870000;-3.029.747;-5.130.389;2026-02-09 21:05:02.063994+00;COLOMBO
2433;S02433 - CLIMA RIO - AV. FRANCISCO BERNARDINO - 447 - JUIZ DE FORA - MG;;Av. Francisco Bernardino, 447;CENTRO;JUIZ DE FORA;MG;36013100;-2.175.634;-433.477;2026-02-09 21:05:02.576155+00;CLIMA RIO
5719;S05719 - FUJIOKA - SHOPPING ARAGUAIA - GOIANIA - GO;;RUA 44, 399;SETOR CENTRAL;GOIANIA;GO;74063920;-166.585.915;-492.597.107;2026-02-09 21:05:02.384876+00;FUJIOKA
607;S00607 - RAMSONS - SHOPPING DB PONTA NEGRA - MANAUS - AM;;AVENIDA CORONEL TEIXEIRA, 7687;NOVA ESPERANCA;MANAUS;AM;69037473;-30.897.053;-6.005.666.350.000.000;2026-02-09 21:05:02.384876+00;RAMSONS
32290;S32290 - COLOMBO - AVENIDA GOIAS - 702 - CIANORTE - PR;;AVENIDA GOIAS, 702;;CIANORTE;PR;87200268;-236.576;-5.260.496;2026-02-09 21:05:02.576155+00;COLOMBO
17078;S17078 - REGIONAL SUL - HAVAN - ARACAJU - NOVO PARAISO - SE;;AVENIDA PRES TANCREDO NEVES, 7840;NOVO PARAISO;ARACAJU;SE;49082600;-1.090.891;-3.709.093;2026-02-09 21:05:01.598207+00;HAVAN
87191;S87191 - COLOMBO - RUA BENJAMIN CONSTANT - 1205 - LONDRINA - PR;;RUA BENJAMIN CONSTANT, 1205;CENTRO;LONDRINA;PR;86010350;-2.330.873;-5.116.224;2026-02-09 21:05:02.694969+00;COLOMBO
10308;S10308 - HAVAN - AVENIDA PREFEITO SAMUEL BATISTA CRUZ - SN - LINHARES - ES;;AVENIDA PREFEITO SAMUEL BATISTA CRUZ, SN;TRES BARRAS;LINHARES;ES;29907380;-1.937.594;-4.006.649;2026-02-09 21:05:02.576155+00;HAVAN
27105;S27105 - COLOMBO - RUA MARECHAL FLORIANO - 1020 - OSORIO - RS;;RUA MARECHAL FLORIANO, 1020;;OSORIO;RS;95520000;-2.988.845;-5.027.072;2026-02-09 21:05:01.741346+00;COLOMBO
26133;S26133 - COLOMBO - AVENIDA PARANA - 4740 - UMUARAMA - PR;;AVENIDA PARANA, 4740;;UMUARAMA;PR;87502000;-2.375.868;-5.329.767;2026-02-09 21:05:02.576155+00;COLOMBO
5773;S05773 - FRIGELAR - AVENIDA JOAO XXIII - 1445, - TERESINA - PI;;Avenida Joao Xxiii, 1445,;JOQUEI;TERESINA;PI;64049010;-50.802;-4.278.514;2026-02-09 21:05:02.239959+00;FRIGELAR
30670;S30670 - COLOMBO - RUA 1 DE MAIO - 385 - CHARQUEADAS - RS;;RUA 1 DE MAIO, 385;;CHARQUEADAS;RS;96745000;-2.995.422;-5.162.491;2026-02-09 21:05:01.947218+00;COLOMBO
410;S00410 - COLOMBO - RUA VENANCIO AIRES - 823 - SAO MARCOS - RS;;RUA VENANCIO AIRES, 823;;SAO MARCOS;RS;95190000;-2.896.988;-5.106.705;2026-02-09 21:05:02.239959+00;COLOMBO
4245;S04245 - COLOMBO - RUA BUARQUE DE MACEDO - 4013 - CARLOS BARBOSA - RS;;RUA BUARQUE DE MACEDO, 4013;;CARLOS BARBOSA;RS;95185000;-2.929.574;-515.013;2026-02-09 21:05:02.063994+00;COLOMBO
60315;S60315 - COLOMBO - AVENIDA LIBERDADE - 1450 - VIAMAO - RS;;AVENIDA LIBERDADE, 1450;SANTA ISABEL;VIAMAO;RS;94480500;-3.006.861;-5.110.662;2026-02-09 21:05:01.947218+00;COLOMBO
3794;S03794 - HAVAN - AVENIDA DESEMBARGADOR HUGO SIMAS - 745 - CURITIBA - PR;;AVENIDA DESEMBARGADOR HUGO SIMAS, 745;BOM RETIRO;CURITIBA;PR;80520250;-2.541.226;-4.928.007;2026-02-09 21:05:02.694969+00;HAVAN
28500;S28500 - COLOMBO - RUA PAULO ZIMMERMANN - 53 - POMERODE - SC;;RUA PAULO ZIMMERMANN, 53;;POMERODE;SC;89107000;-267.374;-49.176;2026-02-09 21:05:01.947218+00;COLOMBO
5142;S05142 - HAVAN - RODOVIA BR 470 - 7000 - RIO DO SUL - SC;;RODOVIA BR 470, 7000;CANTA GALO;RIO DO SUL;SC;89160001;-272.021.719;-496.351.564;2026-02-09 21:05:02.239959+00;HAVAN
1740;S01740 - HAVAN - SHOPPING TOTAL - CURITIBA - CURITIBA - PR;;RUA ITACOLOMI, 292;PORTAO;CURITIBA;PR;81070150;-2.547.936;-4.929.553;2026-02-09 21:05:02.694969+00;HAVAN
71279;S71279 - COLOMBO - AVENIDA MARECHAL DEODORO - 65 - TUBARAO - SC;;AVENIDA MARECHAL DEODORO, 65;CENTRO;TUBARAO;SC;88701010;-2.848.194;-4.900.889;2026-02-09 21:05:01.947218+00;COLOMBO
17744;S17744 - HAVAN - RUA BUENOS AIRES - 186 - PORTO VELHO - RO;;RUA BUENOS AIRES, 186;NOVA PORTO VELHO;PORTO VELHO;RO;76820086;-87.728.586;-63.877.861;2026-02-09 21:05:02.384876+00;HAVAN
15105;S15105 - REGIONAL SUL - HAVAN - BOTUCATU - VILA ASSUMPCAO - SP;;RUA JOAQUIM LIRA BRANDAO, 400;VILA ASSUMPCAO;BOTUCATU;SP;18606070;-2.289.947;-4.844.844;2026-02-09 21:05:02.780508+00;HAVAN
16268;S16268 - REGIONAL SUL - HAVAN - CATANDUVA - JARDIM AMENDOLA - SP;;AVENIDA DEPUTADO ORLANDO ZANCANER, 2025;JARDIM AMENDOLA;CATANDUVA;SP;15801120;-2.115.057;-4.898.925;2026-02-09 21:05:02.780508+00;HAVAN
88406;S88406 - COLOMBO - AVENIDA ITALIA - 2089 - BALNEARIO PINHAL - RS;;AVENIDA ITALIA, 2089;;BALNEARIO PINHAL;RS;95599000;-3.024.854;-502.346;2026-02-09 21:05:01.598207+00;COLOMBO
20100;S20100 - COLOMBO - RUA SANTA CATARINA - 1305 - JOINVILLE - SC;;RUA SANTA CATARINA, 1305;FLORESTA;JOINVILLE;SC;89211305;-2.633.433;-488.476;2026-02-09 21:05:02.576155+00;COLOMBO
1473;S01473 - LIDER - RODOVIA BR 316 KM 2 - SN - ANANINDEUA - PA;;Rodovia Br 316, S/N;GUANABARA;ANANINDEUA;PA;67033009;-13.941.729.503.549.400;-484.198.640.662.581;2026-02-09 21:05:02.576155+00;LIDER
47300;S47300 - COLOMBO - RUA JULIO DE CASTILHOS - 719 - FARROUPILHA - RS;;RUA JULIO DE CASTILHOS, 719;CENTRO;FARROUPILHA;RS;95170480;-2.923.001;-5.134.547;2026-02-09 21:05:01.947218+00;COLOMBO
11118;S11118 - HAVAN - LAGES SHOPPING CENTER - LAGES - SC;;RODOVIA BR 282, 1015;GUARUJA;LAGES;SC;88521440;-277.926.621;-5.028.337;2026-02-09 21:05:02.239959+00;HAVAN
17310;S17310 - REGIONAL SUL - HAVAN - SAO LUIS - COHAMA - MA;;AVENIDA DANIEL DE LA TOUCHE, 987;COHAMA;SAO LUIS;MA;65074115;-250.726;-4.424.187;2026-02-09 21:05:01.598207+00;HAVAN
9557;S09557 - COLOMBO - AVENIDA SEN PINHEIRO MACHADO - 2640 - SAO LUIZ GONZAGA - RS;;AVENIDA SEN PINHEIRO MACHADO, 2640;;SAO LUIZ GONZAGA;RS;97800000;-2.840.972;-5.494.553;2026-02-09 21:05:01.947218+00;COLOMBO
24432;S24432 - COLOMBO - AVENIDA MARECHAL DEODORO - 367 - JARAGUA DO SUL - SC;;AVENIDA MARECHAL DEODORO, 367;CENTRO;JARAGUA DO SUL;SC;89251701;-2.648.467;-4.908.278;2026-02-09 21:05:01.741346+00;COLOMBO
3107;S03107 - REGIONAL SUL - HAVAN - 0030 - BLUMENAU - ITOUPAVA NORTE - SC;;RODOVIA PAUL FRITZ KUEHNRICH, 1600;ITOUPAVA NORTE;BLUMENAU;SC;89052475;-268.873.781;-490.691.532;2026-02-09 21:05:02.063994+00;HAVAN
87353;S87353 - COLOMBO - AVENIDA PARANA - 450 - GARUVA - SC;;AVENIDA PARANA, 450;;GARUVA;SC;89248000;-2.602.956;-4.885.651;2026-02-09 21:05:01.598207+00;COLOMBO
339;S00339 - COLOMBO - AVENIDA JULIO DE CASTILHOS - 1609 - CAXIAS DO SUL - RS;;AVENIDA JULIO DE CASTILHOS, 1609;CENTRO;CAXIAS DO SUL;RS;95010003;-291.678;-5.117.774;2026-02-09 21:05:02.239959+00;COLOMBO
119;S01271 - FRIGELAR - AVENIDA PERNAMBUCO - 2273 - PORTO ALEGRE - RS;;Avenida Pernambuco, 2273;;PORTO ALEGRE;RS;90240005;-3.001.276;-5.120.225;2026-02-09 21:05:02.239959+00;FRIGELAR
81070;S81070 - COLOMBO - RUA LOURIVAL WENDLER - 406 - CURITIBA - PR;;RUA LOURIVAL WENDLER, 406;CAJURU;CURITIBA;PR;82960030;-2.546.889;-4.920.893;2026-02-09 21:05:02.694969+00;COLOMBO
3991;S03991 - FRIGELAR - RUA PARA - 640 - MANAUS - AM;;Rua Para, 640;NOSSA SENHORA DAS GRACAS;MANAUS;AM;69053575;-31.096.584;-6.001.692.349.999.990;2026-02-09 21:05:02.384876+00;FRIGELAR
152;S00152 - AMBIENTE - AVENIDA DR GASTAO VIDIGAL - 165 - MARINGA - PR;;Avenida Dr Gastao Vidigal, 165;;MARINGA;PR;87050440;-2.343.149;-5.190.562;2026-02-09 21:05:02.694969+00;AMBIENTE
33504;S33504 - COLOMBO - RUA XV DE NOVEMBRO - 2178 - CAMPO LARGO - PR;;RUA XV DE NOVEMBRO, 2178;CENTRO;CAMPO LARGO;PR;83601030;-2.545.977;-4.952.767;2026-02-09 21:05:02.576155+00;COLOMBO
5935;S05935 - FRIGELAR - RUA QUIRINO DOS SANTOS - 167 - SAO PAULO - SP;;Rua Quirino Dos Santos, 167;VARZEA DA BARRA FUNDA;SAO PAULO;SP;1141020;-2.352.323;-4.666.459;2026-02-09 21:05:02.239959+00;FRIGELAR
32702;S32702 - COLOMBO - AVENIDA SALOMAO C DE ALMEIDA - 281 - CURITIBANOS - SC;;AVENIDA SALOMAO C DE ALMEIDA, 281;;CURITIBANOS;SC;89520000;-2.728.732;-5.057.765;2026-02-09 21:05:01.947218+00;COLOMBO
83609;S83609 - COLOMBO - RUA CORONEL FARRAPOS - 777 - CAMPOS NOVOS - SC;;RUA CORONEL FARRAPOS, 777,;;CAMPOS NOVOS;SC;89620000;-2.739.796;-5.122.236;2026-02-09 21:05:01.741346+00;COLOMBO
1223;S01223 - DIS - AVENIDA CRISTIANO MACHADO - 2940 - BELO HORIZONTE - MG;;AVENIDA Cristiano Machado, 2940 sala 304 União Belo Horizonte-MG;;BELO HORIZONTE;MG;31160372;-1.988.085;-4.392.973;2026-02-09 21:05:02.576155+00;A DEFINIR
8068;S08068 - FUJIOKA - QUADRA QA 04 - SN - PLANALTINA - GO;;QUADRA QA 04, SN;SETOR LESTE;PLANALTINA;GO;73752104;-154.532.734;-476.024.746;2026-02-09 21:05:02.384876+00;FUJIOKA
5908;S05908 - HAVAN - RUA FERNANDO CORREA DA COSTA - SN - RONDONOPOLIS - MT;;RUA FERNANDO CORREA DA COSTA, SN;VILA AURORA I;RONDONOPOLIS;MT;78740000;-1.647.779;-5.462.616;2026-02-09 21:05:02.384876+00;HAVAN
78109;S78109 - COLOMBO - RUA PIRATINI - 405 - BUTIA - RS;;RUA PIRATINI, 405;;BUTIA;RS;96750000;-3.011.847;-5.196.553;2026-02-09 21:05:01.741346+00;COLOMBO
39898;S39898 - COLOMBO - AVENIDA OLINKRAFT - 2638 - OTACILIO COSTA - SC;;AVENIDA OLINKRAFT, 2638;;OTACILIO COSTA;SC;88540000;-2.750.483;-5.011.606;2026-02-09 21:05:01.947218+00;COLOMBO
6079;S06079 - FRIGELAR - RUA MARECHAL DEODORO - 2406 - SAO BERNARDO DO CAMPO - SP;;Rua Marechal Deodoro, 2406, Centro, São Bernardo do Campo;CENTRO;SAO BERNARDO DO CAMPO;SP;9710202;-2.371.922.063.347.430;-4.654.940.100.525.020;2026-02-09 21:05:02.239959+00;FRIGELAR
681;S00681 - COLOMBO - RUA MARECHAL FLORIANO - 400 - VACARIA - RS;;RUA MARECHAL FLORIANO, 400;CENTRO;VACARIA;RS;95200037;-2.850.448;-5.093.734;2026-02-09 21:05:02.239959+00;COLOMBO
3018;S00106 - CENTRAL AR - AVENIDA MADRE LEONIA MILITO - 598 - LONDRINA - PR;;AVENIDA MADRE LEONIA MILITO, 598;BELA SUICA;LONDRINA;PR;86050270;-2.333.493;-5.116.866;2026-02-09 21:05:02.694969+00;HAVAN
81827;S81827 - COLOMBO - AV BRASIL - 1227 - MUNDO NOVO - MS;;AVENIDA BRASIL, 1227;;MUNDO NOVO;MS;79980000;-2.393.441;-5.428.363;2026-02-09 21:05:02.384876+00;COLOMBO
25242;S25242 - COLOMBO - RUA FELIPE SCHMIDT - 300 - MAFRA - SC;;RUA FELIPE SCHMIDT, 300;CENTRO II ALTO DE MAFRA;MAFRA;SC;89300001;-261.138.342;-49.805.235;2026-02-09 21:05:01.741346+00;COLOMBO
5638;S05638 - FUJIOKA - GOIANIA SHOPPING - GOIANIA - GO;;Avenida T;SETOR BUENO;GOIANIA;GO;74210972;-1.669.108;-4.927.694;2026-02-09 21:05:02.384876+00;FUJIOKA
1119;S01119 - CLIMA RIO - RUA ARTUR MOURA - 91 - RECIFE - PE;;Rua Artur Moura, 91;IMBIRIBEIRA;RECIFE;PE;51150260;-8.104.533.471.644.910;-34.908.317.005.207.000;2026-02-09 21:05:01.598207+00;CLIMA RIO
4928;S04928 - HAVAN - RUA BENJAMIN CONSTANT - 777 - LONDRINA - PR;;RUA BENJAMIN CONSTANT, 777;CENTRO;LONDRINA;PR;86010360;-2.330.872;-5.115.828;2026-02-09 21:05:02.694969+00;HAVAN
88082;S88082 - COLOMBO - RUA DUQUE DE CAXIAS - 412 - INACIO MARTINS - PR;;RUA DUQUE DE CAXIAS, 412;;INACIO MARTINS;PR;85155000;-2.557.442;-5.107.654;2026-02-09 21:05:02.694969+00;COLOMBO
75266;S75266 - COLOMBO - AVENIDA MARECHAL DEODORO DA FONSECA - 158 - JARAGUA DO SUL - SC;;AVENIDA MARECHAL DEODORO DA FONSECA, 158;CENTRO;JARAGUA DO SUL;SC;89251700;-2.648.273;-4.908.272;2026-02-09 21:05:01.741346+00;COLOMBO
71350;S71350 - COLOMBO - RUA PRESIDENTE NEREU RAMOS - 205 - LAGES - SC;;RUA PRESIDENTE NEREU RAMOS, 205;CENTRO;LAGES;SC;88502170;-2.781.449;-5.032.711;2026-02-09 21:05:01.947218+00;COLOMBO
15539;S15539 - HAVAN - RODOVIA BR 101 - 4600 - PALHOCA - SC;;RODOVIA BR 101, 4600;PASSA VINTE;PALHOCA;SC;88132011;-276.501.568;-4.867.419.030.000.000;2026-02-09 21:05:01.741346+00;HAVAN
24513;S24513 - COLOMBO - AVENIDA BRASIL - 6576 - CASCAVEL - PR;;AVENIDA BRASIL, 6576;CENTRO;CASCAVEL;PR;85801250;-2.495.513;-5.346.121;2026-02-09 21:05:02.576155+00;COLOMBO
6401;S06401 - DUFRIO - AVENIDA DEPUTADO FRANCISCO JOSE PINTO DOS SANTOS - 391 - FEIRA DE SANTANA - BA;;Avenida Deputado Francisco Jose Pinto Dos Santos, 391;PEDRA DO DESCANSO;FEIRA DE SANTANA;BA;44007095;-1.226.266;-3.897.468;2026-02-09 21:05:02.239959+00;DUFRIO
29582;S29582 - COLOMBO - AVENIDA VISCONDE GUARAPUAVA - 140 - PITANGA - PR;;AVENIDA VISCONDE GUARAPUAVA, 140;;PITANGA;PR;85200000;-2.475.893;-5.176.145;2026-02-09 21:05:02.576155+00;COLOMBO
5738;S05738 - HAVAN - RUA DOS MANACAS - 2921 - SINOP - MT;;RUA DOS MANACAS, 2921;SETOR INDUSTRIAL SUL;SINOP;MT;78557452;-1.186.297;-5.549.724;2026-02-09 21:05:02.384876+00;HAVAN
950;S00950 - RAMSONS - AVENIDA EDUARDO RIBEIRO - 549 - MANAUS - AM;;AVENIDA EDUARDO RIBEIRO, 549;CENTRO;MANAUS;AM;69010000;-31.326.295;-600.242.976;2026-02-09 21:05:02.576155+00;RAMSONS
1479;S01479 - UNIAR - RUA DR. GILBERTO LOPES DA SILVA - 2.145 - SAO JOSE RIO PRETO - SP;;Rua Dr. Gilberto Lopes Da Silva, 2.145;HIGIENOPOLIS;SAO JOSE RIO PRETO;SP;15085390;-2.083.444;-4.939.186;2026-02-09 21:05:01.598207+00;STR
18635;S18635 - HAVAN - AVENIDA TUPI - 3233 - PATO BRANCO - PR;;AVENIDA TUPI, 3233;BAIXADA;PATO BRANCO;PR;85505141;-2.623.497;-52.672;2026-02-09 21:05:02.694969+00;HAVAN
360;S00360 - SUPERMERCADOSDB - SHOPPING DB PONTA NEGRA - MANAUS - AM;;Av.Cel Teixeira N°7687- Nova Esperança;PONTA NEGRA;MANAUS;AM;69037700;-30.897.053;-6.005.666.350.000.000;2026-02-09 21:05:02.384876+00;HIPER DB
2072;S02072 - ANGELONI - AVENIDA MARINHEIRO MAX SCHRAMM - 3450 - FLORIANOPOLIS - SC;;AVENIDA MARINHEIRO MAX SCHRAMM, 3450;JARDIM ATLANTICO;FLORIANOPOLIS;SC;88095000;-2.757.612;-4.859.519;2026-02-09 21:05:02.063994+00;ANGELONI
70540;S70540 - COLOMBO - AVENIDA LEOBERTO LEAL - 540 - SAO JOSE - SC;;AVENIDA LEOBERTO LEAL, 540;BARREIROS;SAO JOSE;SC;88110001;-2.757.113;-4.860.527;2026-02-09 21:05:01.947218+00;COLOMBO
26303;S26303 - COLOMBO - PRACA RUI BARBOSA - 360 - APUCARANA - PR;;PRACA RUI BARBOSA, 360;CENTRO;APUCARANA;PR;86800700;-235.511.899;-514.593.047;2026-02-09 21:05:02.576155+00;COLOMBO
81746;S81746 - COLOMBO - RUA CEL. SOARES DE CARVALHO - 553 - SAO JERONIMO - RS;;RUA CEL. SOARES DE CARVALHO, 553;;SAO JERONIMO;RS;96700000;-2.995.597;-5.172.322;2026-02-09 21:05:02.063994+00;COLOMBO
74960;S74960 - COLOMBO - TRAVESSA NOSSA SENHORA DOS NAVEGANTES - 5 - NAVEGANTES - SC;;TRAVESSA NOSSA SENHORA DOS NAVEGANTES, 5;CENTRO;NAVEGANTES;SC;88370456;-26.888.219;-486.561.733;2026-02-09 21:05:01.741346+00;COLOMBO
10130;S10130 - COLOMBO - RUA PREFEITO ARY TUBBS - 660 - GRAVATAI - RS;;RUA PREFEITO ARY TUBBS, 660;CENTRO;GRAVATAI;RS;94010180;-2.994.209;-5.099.343;2026-02-09 21:05:02.239959+00;COLOMBO
87434;S87434 - COLOMBO - RUA GERVASIO HITOCHI DOI - 102 - CANDOI - PR;;RUA GERVASIO HITOCHI DOI, 102;;CANDOI;PR;85140000;-2.556.958;-5.205.134;2026-02-09 21:05:02.694969+00;COLOMBO
588;S00588 - UNIAR - RUA ANTONIO ALVES S. JUNIOR - 110 - FRUTAL - MG;;Rua Antônio Alves S. Júnior, 110, Progresso, Frutal –;PROGRESSO;FRUTAL;MG;38204292;-200.214.949;-489.040.511;2026-02-09 21:05:01.598207+00;POLOAR
16853;S16853 - REGIONAL SUL - HAVAN - GUAIBA - PARQUE 35 - RS;;AVENIDA NESTOR DE MOURA JARDIM, 417;PARQUE 35;GUAIBA;RS;92705200;-3.011.546;-5.133.407;2026-02-09 21:05:01.741346+00;HAVAN
80260;S80260 - COLOMBO - RUA MARCOS BATISTA - 465 - SAO JOAQUIM - SC;;RUA MARCOS BATISTA, 465;;SAO JOAQUIM;SC;88600000;-2.829.324;-4.993.212;2026-02-09 21:05:02.063994+00;COLOMBO
84257;S84257 - COLOMBO - PRACA CELSO RAMOS - 97 - ORLEANS - SC;;PRACA CELSO RAMOS, 97, SALA COMERCIAL;;ORLEANS;SC;88870000;-2.835.866;-4.929.088;2026-02-09 21:05:01.741346+00;COLOMBO
4502;S04502 - HAVAN - AVENIDA DOS ARACAS - 1300 - ARACATUBA - SP;;AVENIDA DOS ARACAS, 1300;CENTRO;ARACATUBA;SP;16010285;-2.120.262;-5.043.869;2026-02-09 21:05:01.598207+00;HAVAN
1921;S01921 - RAMSONS - NOVA CIDADE SHOPPING - MANAUS - AM;;AVENIDA MARGARITA, 1359;NOVA CIDADE;MANAUS;AM;69097305;-30.030.118;-599.807.872;2026-02-09 21:05:02.384876+00;RAMSONS
28772;S28772 - COLOMBO - RUA XV DE NOVEMBRO - 2450 - LARANJEIRAS DO SUL - PR;;RUA XV DE NOVEMBRO, 2450;CENTRO;LARANJEIRAS DO SUL;PR;85301050;-2.540.432;-5.241.337;2026-02-09 21:05:02.576155+00;COLOMBO
77552;S77552 - COLOMBO - AVENIDA AVENIDA ESPANHA - 18 - ARROIO DOS RATOS - RS;;AVENIDA AVENIDA ESPANHA, 18;;ARROIO DOS RATOS;RS;96740000;-3.009.006;-5.172.798;2026-02-09 21:05:01.741346+00;COLOMBO
16349;S16349 - REGIONAL SUL - HAVAN - TERESINA - SANTA ISABEL - PI;;RUA JOAO XXIII, 3575;SANTA ISABEL;TERESINA;PI;64053010;-508.125;-4.276.496;2026-02-09 21:05:01.598207+00;HAVAN
2677;S02677 - FRIGELAR - AVENIDA PRESIDENTE EPITACIO PESSOA - 821 - JOAO PESSOA - PB;;Avenida Presidente Epitacio Pessoa, 821 Bairro Estados;ESTADOS;JOAO PESSOA;PB;58030001;-711.965;-3.486.312;2026-02-09 21:05:01.598207+00;FRIGELAR
33857;S33857 - COLOMBO - RUA EXPEDICIONARIO - 26 - ROLANDIA - PR;;RUA EXPEDICIONARIO, 26;CENTRO;ROLANDIA;PR;86600001;-2.331.119;-5.136.874;2026-02-09 21:05:02.576155+00;COLOMBO
6231;S06231 - DUFRIO - AVENIDA GENERAL CARNEIRO - 707 - SOROCABA - SP;;Avenida General Carneiro, 707;VILA MARTHA;SOROCABA;SP;18043003;-2.350.443;-474.752;2026-02-09 21:05:02.239959+00;DUFRIO
930;S00930 - HAVAN - AVENIDA CORONEL PROCOPIO GOMES - 249 - JOINVILLE - SC;;AVENIDA CORONEL PROCOPIO GOMES, 249;BUCAREIN;JOINVILLE;SC;89202300;-26.308.393.473.325.400;-4.884.070.887.295.360;2026-02-09 21:05:02.694969+00;HAVAN
9247;S09247 - ANGELONI - RUA MARTIN LUTHER - 135 - BRUSQUE - SC;;RUA MARTIN LUTHER, 135;CENTRO I;BRUSQUE;SC;88350045;-270.965.679;-48.919.927;2026-02-09 21:05:01.947218+00;ANGELONI
2650;S01336 - RAMSONS - SHOPPING GRANDE CIRCULAR - MANAUS - AM;;AVENIDA AUTAZ MIRIM, 6100;SAO JOSE OPERARIO;MANAUS;AM;69085000;-30.621.468;-599.499.069;2026-02-09 21:05:02.384876+00;RAMSONS
29230;S29230 - COLOMBO - AVENIDA VENEZA - 1033 - FARROUPILHA - RS;;AVENIDA VENEZA, 1033;SAO ROQUE;FARROUPILHA;RS;95176053;-2.921.985;-5.133.812;2026-02-09 21:05:01.947218+00;COLOMBO
71783;S71783 - COLOMBO - RUA PRESIDENTE CARLOS CAVALCANTI - 200 - ARAUCARIA - PR;;RUA PRESIDENTE CARLOS CAVALCANTI, 200;CENTRO;ARAUCARIA;PR;83702470;-2.559.244;-494.091;2026-02-09 21:05:02.576155+00;COLOMBO
32028;S32028 - COLOMBO - AVENIDA TANCREDO NEVES - 490 - CORREIA PINTO - SC;;AVENIDA TANCREDO NEVES, 490;;CORREIA PINTO;SC;88535000;-2.758.723;-5.036.302;2026-02-09 21:05:01.947218+00;COLOMBO
879;S02570 - RAMSONS - AVENIDA NOEL NUTELS - 1762 - MANAUS - AM;;AVENIDA NOEL NUTELS, 1762;CIDADE NOVA;MANAUS;AM;69095000;-30.313.987;-5.997.618.180.000.000;2026-02-09 21:05:02.384876+00;RAMSONS
2000;S02000 - CLIMA RIO - SETOR SIA TRECHO 4 LT 620/640 - SN - BRASILIA - DF;;Setor Sia Trecho 4 Lt 620/640;SIA;BRASILIA;DF;71807100;-15.801.892.418.128.800;-4.795.681.528.154.200;2026-02-09 21:05:02.384876+00;CLIMA RIO
10997;S10997 - COLOMBO - AVENIDA MAURICIO CARDOSO - 350 - ERECHIM - RS;;AVENIDA MAURICIO CARDOSO, 350;CENTRO;ERECHIM;RS;99700012;-2.763.175;-5.227.519;2026-02-09 21:05:02.239959+00;COLOMBO
703;S00703 - ANGELONI - RUA 13 DE MAIO - 12 - LAGUNA - SC;;RUA 13 DE MAIO, 12;;LAGUNA;SC;88790000;-2.848.134;-4.878.302;2026-02-09 21:05:02.239959+00;ANGELONI
72674;S72674 - COLOMBO - AVENIDA SETE DE SETEMBRO - 1527 - ARARANGUA - SC;;AVENIDA SETE DE SETEMBRO, 1527;CENTRO;ARARANGUA;SC;88900013;-2.893.704;-4.948.762;2026-02-09 21:05:01.741346+00;COLOMBO
