codigo_pdv;nome_pdv;razao_social;endereco;bairro;cidade;uf;cep;latitude;longitude;created_at;bandeira
18971;S18971 - COLOMBO - AVENIDA AVENIDA BARAO DO RIO BRANCO - 275 - CACADOR - SC;;AVENIDA AVENIDA BARAO DO RIO BRANCO, 275;CENTRO;CACADOR;SC;89500001;-2.677.338;-5.101.238;2026-02-09 21:05:01.741346+00;COLOMBO
15024;S15024 - HAVAN - AVENIDA IDEMAR RIEDI - 7536 - SORRISO - MT;;AVENIDA IDEMAR RIEDI, 7536;LOTEAMENTO VALO;SORRISO;MT;78895350;-125.769.789;-557.294.283;2026-02-09 21:05:02.384876+00;HAVAN
4610;S04610 - FRIGELAR - AVENIDA MONTEIRO LOBATO - 393 - GUARULHOS - SP;;Avenida Monteiro Lobato, 393 Macedo;MACEDO;GUARULHOS;SP;2439000;-2.346.975;-4.652.241;2026-02-09 21:05:02.239959+00;FRIGELAR
624;S00624 - DUFRIO - RUA CHANCELER OSWALDO ARANHA - 200 - CURITIBA - PR;;Rua Chanceler Oswaldo Aranha, 200;HAUER;CURITIBA;PR;81630160;-2.548.662;-492.644;2026-02-09 21:05:02.694969+00;DUFRIO
79920;S79920 - COLOMBO - PRACA SANTOS DUMONT - 23 - PARAISO DO NORTE - PR;;PRACA SANTOS DUMONT, 23;;PARAISO DO NORTE;PR;87780000;-2.328.538;-5.260.219;2026-02-09 21:05:02.694969+00;COLOMBO
2046;S02046 - HAVAN - JL SHOPPING - FOZ DO IGUACU - PR;;AVENIDA COSTA E SILVA, 185;PARQUE PRESIDENTE;FOZ DO IGUACU;PR;85863000;-2.553.316;-5.457.445;2026-02-09 21:05:02.694969+00;HAVAN
30327;S30327 - COLOMBO - RUA BERNARDINO ANGELO - 915 - DOM PEDRITO - RS;;RUA BERNARDINO ANGELO, 915;;DOM PEDRITO;RS;96450000;-3.098.343;-5.467.487;2026-02-09 21:05:01.947218+00;COLOMBO
233;S00233 - AMBIENTE - RUA BARTOLOMEU LOURENCO DE GUSMAO - 4916 - CURITIBA - PR;;Rua Bartolomeu Lourenco De Gusmao, 4916;BOQUEIRAO;CURITIBA;PR;81730040;-2.551.169;-492.272;2026-02-09 21:05:02.694969+00;AMBIENTE
30084;S30084 - COLOMBO - AVENIDA INTERV MANOEL RIBAS - 88 - ASTORGA - PR;;AVENIDA INTERV MANOEL RIBAS, 88;;ASTORGA;PR;86730000;-2.323.527;-5.166.784;2026-02-09 21:05:02.576155+00;COLOMBO
7546;S07546 - ANGELONI - ALAMEDA DOUTOR CARLOS DE CARVALHO - 2050 - CURITIBA - PR;;ALAMEDA DOUTOR CARLOS DE CARVALHO 2;;CURITIBA;PR;80730201;-254.392.857;-492.950.543;2026-02-09 21:05:02.694969+00;ANGELONI
23703;S23703 - COLOMBO - AVENIDA RIO GRANDE DO SUL - 850 - MARECHAL CANDIDO RONDON - PR;;AVENIDA RIO GRANDE DO SUL, 850;;MARECHAL CANDIDO RONDON;PR;85960000;-2.456.393;-5.406.002;2026-02-09 21:05:02.576155+00;COLOMBO
3180;S03180 - FUJIOKA - CONJUNTO CNM 02 - SN - BRASILIA - DF;;Quadra Cnm 02 Lts 01 E 02 Bl C Lj 01 E 02;NORTE;BRASILIA;DF;72210500;-1.582.217;-4.811.211;2026-02-09 21:05:02.384876+00;FUJIOKA
10127;S10127 - FUJIOKA - JK SHOPPING - BRASILIA - DF;;Qnm Qd 34 Área Especial 01, Lojas 156, 157 E 158;TAGUATINGA;BRASILIA;DF;72145450;-157.081.548;-47.914.697;2026-02-09 21:05:02.239959+00;FUJIOKA
4413;S04413 - HAVAN - RUA XAVIER DA SILVA - 1400 - CAMPO LARGO - PR;;RUA XAVIER DA SILVA, 1400;CENTRO;CAMPO LARGO;PR;83601010;-2.545.686;-4.953.018;2026-02-09 21:05:02.694969+00;HAVAN
83447;S83447 - COLOMBO - AV SAUL ELKIND - 1394 - LONDRINA - PR;;AVENIDA SAUL ELKIND, 1394,;CONJUNTO HABITACIONAL VIOLIM;LONDRINA;PR;86084000;-2.325.804;-5.115.124;2026-02-09 21:05:02.694969+00;COLOMBO
6871;S06871 - FUJIOKA - RUA DO COMERCIO - 337 - LUZIANIA - GO;;RUA DO COMERCIO, 337;CENTRO;LUZIANIA;GO;72800010;-1.625.444;-4.795.397;2026-02-09 21:05:02.384876+00;FUJIOKA
2127;S09409 - ANGELONI - RUA QUINZE DE NOVEMBRO - 2900 - SAO JOSE DOS PINHAIS - PR;;RUA QUINZE DE NOVEMBRO, 2900;CENTRO;SAO JOSE DOS PINHAIS;PR;83005000;-255.413.664;-491.934.354;2026-02-09 21:05:02.694969+00;HAVAN
34829;S34829 - COLOMBO - RUA MARECHAL DEODORO - 977 - SANTO ANTONIO DA PLATINA - PR;;RUA MARECHAL DEODORO, 977;;SANTO ANTONIO DA PLATINA;PR;86430000;-2.329.559;-5.007.808;2026-02-09 21:05:02.576155+00;COLOMBO
18114;S18114 - COLOMBO - RUA BARTOLOMEU DE GUSMAO - 169 - NOVO HAMBURGO - RS;;RUA BARTOLOMEU DE GUSMAO, 169;CANUDOS;NOVO HAMBURGO;RS;93542000;-2.967.754;-5.109.748;2026-02-09 21:05:02.063994+00;COLOMBO
2603;S02603 - CLIMA RIO - AVENIDA VASCO DA GAMA - 2698 - SALVADOR - BA;;Avenida Vasco Da Gama, 2698;FEDERACAO;SALVADOR;BA;40230731;-1.299.282;-3.850.125;2026-02-09 21:05:02.239959+00;CLIMA RIO
38051;S38051 - COLOMBO - AVENIDA 07 DE SETEMBRO - 555 - QUARAI - RS;;AVENIDA 07 DE SETEMBRO, 555;;QUARAI;RS;97560000;-3.038.829;-5.645.107;2026-02-09 21:05:01.947218+00;COLOMBO
13161;S13161 - HAVAN - TRECHO ST SIA TRECHO 14 - SN - BRASILIA - DF;;TRECHO ST SIA TRECHO 14, SN;ZONA INDUSTRIAL GUARA;BRASILIA;DF;71200140;-157.913.353;-479.440.887;2026-02-09 21:05:02.384876+00;HAVAN
75002;S75002 - COLOMBO - RUA PREFEITO JOSE KEHRIG - 5619 - SANTO AMARO DA IMPERATRIZ - SC;;RUA PREFEITO JOSE KEHRIG, 5619;;SANTO AMARO DA IMPERATRIZ;SC;88140000;-2.768.786;-4.877.724;2026-02-09 21:05:01.741346+00;COLOMBO
75851;S75851 - COLOMBO - RUA FLORIANO PEIXOTO - 18 - BLUMENAU - SC;;RUA FLORIANO PEIXOTO, 18;JARDIM BLUMENAU;BLUMENAU;SC;89010500;-2.692.134;-4.906.309;2026-02-09 21:05:01.741346+00;COLOMBO
22065;S22065 - COLOMBO - AVENIDA XV DE NOVEMBRO - 502 - JOACABA - SC;;AVENIDA XV DE NOVEMBRO, 502;;JOACABA;SC;89600000;-2.717.355;-5.150.441;2026-02-09 21:05:01.741346+00;COLOMBO
40047;S40047 - COLOMBO - RUA XV DE NOVEMBRO - 70 - ENCRUZILHADA DO SUL - RS;;RUA XV DE NOVEMBRO, 70;;ENCRUZILHADA DO SUL;RS;96610000;-3.054.283;-5.252.247;2026-02-09 21:05:01.947218+00;COLOMBO
3280;S03280 - HAVAN - SHOPPING PATIO CHAPECO - CHAPECO - SC;;AVENIDA FERNANDO MACHADO, 4000;LIDER;CHAPECO;SC;89805203;-2.707.071;-5.262.573;2026-02-09 21:05:02.063994+00;HAVAN
9059;S09059 - HAVAN - RODOVIA DEPUTADO MARCIO CORREA RJ140 - 2349 - SAO PEDRO DA ALDEIA - RJ;;RODOVIA DEPUTADO MARCIO CORREA RJ140, 2349;CAMPO REDONDO;SAO PEDRO DA ALDEIA;RJ;28940090;-228.334.825;-4.209.814.919.999.990;2026-02-09 21:05:01.598207+00;HAVAN
36601;S36601 - COLOMBO - AVENIDA FLORES DA CUNHA - 829 - CACHOEIRINHA - RS;;AVENIDA FLORES DA CUNHA, 829;VILA VERANOPOLIS;CACHOEIRINHA;RS;94910001;-2.995.406;-5.110.431;2026-02-09 21:05:01.947218+00;COLOMBO
5657;S05657 - HAVAN - AVENIDA CONSTABILE ROMANO - 170 - RIBEIRAO PRETO - SP;;AVENIDA CONSTABILE ROMANO, 170;RIBEIRANIA;RIBEIRAO PRETO;SP;14096030;-2.119.543;-4.779.638;2026-02-09 21:05:01.598207+00;HAVAN
1623;S01623 - CLIMA RIO - RUA COMENDADOR OTTERER - 563 - SOROCABA - SP;;Rua Comendador Otterer, 563, Conj 571;VILA CARVALHO;SOROCABA;SP;18060070;-2.349.293;-4.745.951;2026-02-09 21:05:02.239959+00;CLIMA RIO
4170;S04170 - HAVAN - AVENIDA BISPO DOM GERALDO PELLANDA - 100 - PONTA GROSSA - PR;;AVENIDA BISPO DOM GERALDO PELLANDA, 100;UVARANAS;PONTA GROSSA;PR;84025007;-2.509.132;-5.015.027;2026-02-09 21:05:02.694969+00;HAVAN
3522;S03522 - HAVAN - AVENIDA JOSE JOAO MURARO - 625 - TOLEDO - PR;;AVENIDA JOSE JOAO MURARO, 625;JARDIM PORTO ALEGRE;TOLEDO;PR;85906370;-2.472.611;-5.373.258;2026-02-09 21:05:02.694969+00;HAVAN
14648;S14648 - HAVAN - RUA JOSE PEREIRA LIBERATO - 2001 - ITAJAI - SC;;RUA JOSE PEREIRA LIBERATO, 2001;SAO JUDAS;ITAJAI;SC;88303400;-2.691.027;-4.868.293;2026-02-09 21:05:01.741346+00;HAVAN
4378;S04378 - FRIGELAR - AVENIDA AFONSO PENA - 2626 - UBERLANDIA - MG;;Avenida Afonso Pena, 2626;NOSSA SENHORA APARECIDA;UBERLANDIA;MG;38400706;-1.890.234;-4.826.597;2026-02-09 21:05:02.576155+00;FRIGELAR
5576;S05576 - HAVAN - AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA - 2211 - CURITIBA - PR;;AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA, 2211;CIDADE INDUSTRIAL;CURITIBA;PR;81270200;-2.545.187;-4.936.192;2026-02-09 21:05:02.694969+00;HAVAN
8734;S08734 - FUJIOKA - AVENIDA RECANTO DAS EMAS QUADRA 103 LOTE 17 - SN - BRASILIA - DF;;Avenida Recanto Das Emas, Qd 103 Lt 17, Loja;RECANTO DAS EMAS;BRASILIA;DF;72600323;-159.015;-4.805.822;2026-02-09 21:05:02.239959+00;FUJIOKA
4407;S04407 - COLOMBO - RUA 7 DE SETEMBRO - 2547 - TAQUARI - RS;;RUA 7 DE SETEMBRO, 2547;;TAQUARI;RS;95860000;-2.979.387;-5.186.649;2026-02-09 21:05:02.063994+00;COLOMBO
1821;S01821 - HAVAN - RUA CORREIA PINTO - 166 - LAGES - SC;;RUA CORREIA PINTO, 166;CENTRO;LAGES;SC;88502200;-2.781.394;-5.032.613;2026-02-09 21:05:02.063994+00;HAVAN
2405;S02405 - FRIGELAR - RODOVIA BR 116 - 7000 - FORTALEZA - CE;;Rodovia Br 116, 7000 - Cajazeiras;;FORTALEZA;CE;60864012;-37.864.166;-385.118.392;2026-02-09 21:05:01.598207+00;FRIGELAR
24009;S24009 - COLOMBO - AVENIDA TUPASSI - 1116 - ASSIS CHATEAUBRIAND - PR;;AVENIDA TUPASSI, 1116;;ASSIS CHATEAUBRIAND;PR;85935000;-2.440.796;-5.351.607;2026-02-09 21:05:02.576155+00;COLOMBO
86110;S86110 - COLOMBO - AVENIDA PEREIRA REGO - 1216 - CANDELARIA - RS;;AVENIDA PEREIRA REGO, 1216;;CANDELARIA;RS;96930000;-2.966.979;-5.278.793;2026-02-09 21:05:01.598207+00;COLOMBO
10415;S10415 - ANGELONI - RUA JOAO HUSS - 74 - LONDRINA - PR;;RUA JOAO HUSS 74;;LONDRINA;PR;86050490;-233.292.022;-511.746.529;2026-02-09 21:05:02.694969+00;ANGELONI
106;S00106 - SUPERMERCADOSDB - AV. UMBERTO CALDERARO - 1128 - MANAUS - AM;;Av.Jorn.Humberto Calderado Filho Nº1128-Adrianopolis;ADRIANOPOLIS;MANAUS;AM;69057021;-31.023.928;-600.099.681;2026-02-09 21:05:02.384876+00;HIPER DB
26729;S26729 - COLOMBO - AVENIDA CAPITAO INDIO BANDEIRA - 1467 - CAMPO MOURAO - PR;;AVENIDA CAPITAO INDIO BANDEIRA, 1467;CENTRO;CAMPO MOURAO;PR;87300005;-2.404.201;-5.237.609;2026-02-09 21:05:02.576155+00;COLOMBO
11875;S11875 - FUJIOKA - SHOPPING PASSEIO DAS AGUAS - GOIANIA - GO;;Avenida Perimetral Norte, 8303 Qd Lote B T 93/97;FAZENDA CAVEIRAS;GOIANIA;GO;74463330;-16.649.034;-493.128.744;2026-02-09 21:05:02.384876+00;FUJIOKA
3324;S03324 - CLIMA RIO - AVENIDA VINTE E DOIS DE MAIO LADO IMPAR - 6493 - ITABORAI - RJ;;Avenida Vinte E Dois De Maio Lado Impar, 6493;;ITABORAI;RJ;24812226;-22.743.740.920.991.300;-428.507.674.741.594;2026-02-09 21:05:01.598207+00;CLIMA RIO
4747;S04747 - FUJIOKA - SHOPPING CONJUNTO NACIONAL - DF - S61 - BRASILIA - DF;;ST SDN - SETOR DE DIVERSOES NORTE;BRASILIA;BRASILIA;DF;70077900;-1.579.075;-4.788.442;2026-02-09 21:05:02.384876+00;FUJIOKA
35043;S35043 - COLOMBO - RUA DOUTOR FLORES - 204 - PORTO ALEGRE - RS;;RUA DOUTOR FLORES, 204;CENTRO HISTORICO;PORTO ALEGRE;RS;90020120;-3.002.897;-5.122.464;2026-02-09 21:05:01.947218+00;COLOMBO
45600;S45600 - COLOMBO - RUA DOUTOR LUIS BASTOS DO PRADO - 1551 - GRAVATAI - RS;;RUA DOUTOR LUIS BASTOS DO PRADO, 1551;CENTRO;GRAVATAI;RS;94010020;-2.994.143;-5.099.326;2026-02-09 21:05:01.947218+00;COLOMBO
87000;S87000 - COLOMBO - RUA DOUTOR VICENTE MACHADO - 255 - RIO NEGRO - PR;;RUA DOUTOR VICENTE MACHADO, 255;CENTRO;RIO NEGRO;PR;83880039;-2.610.763;-4.980.109;2026-02-09 21:05:02.694969+00;COLOMBO
6150;S06150 - FRIGELAR - AVENIDA AYRTON SENNA - 4701 - RIO DE JANEIRO - RJ;;Avenida Ayrton Senna, 4701;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22793081;-2.297.082;-4.336.132;2026-02-09 21:05:01.598207+00;FRIGELAR
82980;S82980 - COLOMBO - AV PLINIO ARLINDO DE NES - 888 - XAXIM - SC;;AVENIDA PLINIO ARLINDO DE NES, 888, SALA COMERCIAL 01;;XAXIM;SC;89825000;-2.696.001;-525.339;2026-02-09 21:05:01.741346+00;COLOMBO
28187;S28187 - COLOMBO - AVENIDA REPUBLICA ARGENTINA - 4231 - CURITIBA - PR;;AVENIDA REPUBLICA ARGENTINA, 4231;NOVO MUNDO;CURITIBA;PR;81050000;-2.548.319;-4.929.318;2026-02-09 21:05:02.576155+00;COLOMBO
2550;S02550 - HAVAN - CATUAI SHOPPING MARINGA - MARINGA - PR;;AVENIDA COLOMBO, 9161;GLEBA PATRIMONIO MARINGA;MARINGA;PR;87070000;-234.202.458;-519.682.484;2026-02-09 21:05:02.694969+00;HAVAN
1696;S01696 - ANGELONI - AVENIDA GOVERNADOR IVO SILVEIRA - 2445 - FLORIANOPOLIS - SC;;AVENIDA GOVERNADOR IVO SILVEIRA, 2445;CAPOEIRAS;FLORIANOPOLIS;SC;88085001;-2.759.985;-485.905;2026-02-09 21:05:02.063994+00;ANGELONI
86381;S86381 - COLOMBO - RUA DO COMERCIO - 1213 - TAPEJARA - RS;;RUA DO COMERCIO, 1213;;TAPEJARA;RS;99950000;-2.806.867;-5.201.283;2026-02-09 21:05:01.598207+00;COLOMBO
37160;S37160 - COLOMBO - AVENIDA D. PEDRO II - 93 - QUATRO BARRAS - PR;;AVENIDA D. PEDRO II, 93;;QUATRO BARRAS;PR;83420000;-2.537.073;-4.905.424;2026-02-09 21:05:02.576155+00;COLOMBO
3215;S03215 - FRIGELAR - RUA MATO GROSSO11BARRO PRETO - SN - BELO HORIZONTE - MG;;RUA MATO GROSSO11BARRO PRETO;BARRO PRETO;BELO HORIZONTE;MG;30190081;-199.179.178;-439.459.885;2026-02-09 21:05:02.576155+00;FRIGELAR
2897;S02897 - COLOMBO - RUA DOUTOR LUIS AUGUSTO PUPERI - 706 - GUAPORE - RS;;RUA DOUTOR LUIS AUGUSTO PUPERI, 706;;GUAPORE;RS;99200000;-2.884.705;-5.189.277;2026-02-09 21:05:02.063994+00;COLOMBO
9725;S09725 - HAVAN - AVENIDA MARCIA HELENA MOREIRA SILVA - 507 - UBERABA - MG;;AVENIDA MARCIA HELENA MOREIRA SILVA, 507;PARQUE DAS LARANJEIRAS;UBERABA;MG;38001970;-197.783.089;-4.797.169.479.999.990;2026-02-09 21:05:02.576155+00;HAVAN
157;S00157 - CLIMA RIO - AVENIDA AYRTON SENNA - 1850 - RIO DE JANEIRO - RJ;;Avenida Ayrton Senna ,1850;BARRA PLAZA;RIO DE JANEIRO;RJ;22775003;-2.299.593;-4.336.553;2026-02-09 21:05:01.598207+00;CLIMA RIO
5560;S05560 - COLOMBO - RUA TIRADENTES - 49 - SAPIRANGA - RS;;RUA TIRADENTES, 49;CENTRO;SAPIRANGA;RS;93800010;-2.963.719;-5.100.812;2026-02-09 21:05:02.063994+00;COLOMBO
34748;S34748 - COLOMBO - RUA BENTO MARTINS - 2909 - URUGUAIANA - RS;;RUA BENTO MARTINS, 2909;CENTRO;URUGUAIANA;RS;97501546;-2.975.549;-5.708.446;2026-02-09 21:05:01.947218+00;COLOMBO
1353;S01353 - DUFRIO - AVENIDA GOVERNADOR PEDRO DE TOLEDO - 431 E 465 - CAMPINAS - SP;;Avenida Governador Pedro De Toledo, 431 E 465;;CAMPINAS;SP;13070752;-2.290.213;-4.707.578;2026-02-09 21:05:02.239959+00;DUFRIO
85903;S85903 - COLOMBO - RUA LUIZ MICHIELON - 1792 - CAXIAS DO SUL - RS;;RUA LUIZ MICHIELON, 1792;NOSSA SENHORA DE LOURDES;CAXIAS DO SUL;RS;95074001;-2.917.022;-5.115.666;2026-02-09 21:05:01.598207+00;COLOMBO
57799;S57799 - COLOMBO - AVENIDA SALZANO DA CUNHA - 288 - SANANDUVA - RS;;AVENIDA SALZANO DA CUNHA, 288;;SANANDUVA;RS;99840000;-2.795.022;-5.181.175;2026-02-09 21:05:01.947218+00;COLOMBO
5223;S05223 - HAVAN - LIMEIRA SHOPPING - LIMEIRA - SP;;AVENIDA CARLOS KUNTZ BUSH, 800;PARQUE EGISTO RAGAZZO;LIMEIRA;SP;13485346;-2.253.227;-4.738.667;2026-02-09 21:05:02.780508+00;HAVAN
6033;S06033 - HAVAN - ESTRADA DA RIBEIRA BR 476 - 200 - COLOMBO - PR;;ESTRADA DA RIBEIRA BR 476, 200;GUARANI;COLOMBO;PR;83408000;-2.534.896;-4.917.622;2026-02-09 21:05:02.694969+00;HAVAN
1306;S01306 - FUJIOKA - CENTRO HOTELEIRO - SN - BRASILIA - DF;;CENTRO HOTELEIRO, SN;CIDADE NOVA (GAMA);BRASILIA;DF;72491010;-1.604.549;-4.804.207;2026-02-09 21:05:02.576155+00;FUJIOKA
2544;S02544 - COLOMBO - RUA EGIDIO MICHAELSEN - 393 - SAO SEBASTIAO DO CAI - RS;;RUA EGIDIO MICHAELSEN, 393;;SAO SEBASTIAO DO CAI;RS;95760000;-2.958.903;-5.137.366;2026-02-09 21:05:02.063994+00;COLOMBO
10065;S02984 - HAVAN - NORTE SHOPPING BLUMENAU - BLUMENAU - SC;;RODOVIA BR 470, 3000;SALTO DO NORTE;BLUMENAU;SC;89065800;-2.687.555;-4.911.819;2026-02-09 21:05:02.239959+00;HAVAN
19005;S19005 - COLOMBO - AVENIDA SETE DE SETEMBRO - 745 - BAGE - RS;;AVENIDA SETE DE SETEMBRO, 745;CENTRO;BAGE;RS;96400006;-3.133.381;-5.410.511;2026-02-09 21:05:01.741346+00;COLOMBO
8753;S08753 - HAVAN - AVENIDA DOS FERROVIARIOS - 85 - PORTO UNIAO - SC;;AVENIDA DOS FERROVIARIOS, 85;CIDADE NOVA;PORTO UNIAO;SC;89400000;-2.624.464;-5.108.706;2026-02-09 21:05:01.947218+00;HAVAN
1417;S01417 - RAMSONS - SHOPPING SAO JOSE MANAUS - MANAUS - AM;;AVENIDA COSME FERREIRA, 4605;SAO JOSE OPERARIO;MANAUS;AM;69085015;-3.075.803;-599.574.909;2026-02-09 21:05:02.576155+00;RAMSONS
85571;S85571 - COLOMBO - AVENIDA XV DE NOVEMBRO - 60 - CAPINZAL - SC;;AVENIDA XV DE NOVEMBRO, 60;;CAPINZAL;SC;89665000;-2.734.259;-5.161.215;2026-02-09 21:05:01.598207+00;COLOMBO
798;S00798 - RAMSONS - AVENIDA LEOPOLDO PERES - 570 - MANAUS - AM;;AVENIDA LEOPOLDO PERES, 570;EDUCANDOS;MANAUS;AM;69070250;-31.416.483;-6.000.801.329.999.990;2026-02-09 21:05:02.384876+00;RAMSONS
17495;S17495 - COLOMBO - AVENIDA GETULIO DORNELES VARGAS - 751 - CHAPECO - SC;;AVENIDA GETULIO DORNELES VARGAS, 751 N;CENTRO;CHAPECO;SC;89802002;-2.710.253;-5.261.485;2026-02-09 21:05:02.063994+00;COLOMBO
47211;S47211 - COLOMBO - RUA XV DE NOVEMBRO - 366 - JOINVILLE - SC;;RUA XV DE NOVEMBRO, 366;CENTRO;JOINVILLE;SC;89201600;-2.630.068;-4.884.599;2026-02-09 21:05:02.576155+00;COLOMBO
9482;S09482 - REGIONAL SUL - HAVAN - 0096 - UMUARAMA - INDUSTRIAL I - PR;;RUA MANOEL RAMIRES, 4546;PARQUE INDUSTRIAL I;UMUARAMA;PR;87507011;-23.780.171;-5.330.062.059.999.990;2026-02-09 21:05:02.694969+00;HAVAN
64817;S28691 - COLOMBO - AVENIDA ASSIS BRASIL - 2278 - PORTO ALEGRE - RS;;AVENIDA ASSIS BRASIL,2278;CRISTO REDENTOR;PORTO ALEGRE;RS;91010004;-3.001.136;-5.116.478;2026-02-09 21:05:01.947218+00;COLOMBO
84338;S84338 - COLOMBO - AV BOM PASTOR - 671 - CAXIAS DO SUL - RS;;AVENIDA BOM PASTOR, 671,;KAYSER;CAXIAS DO SUL;RS;95096150;-291.878;-51.2;2026-02-09 21:05:01.741346+00;COLOMBO
13838;S13838 - HAVAN - AVENIDA NOSSA SENHORA APARECIDA - 155 - FAZENDA RIO GRANDE - PR;;AVENIDA NOSSA SENHORA APARECIDA, 155;SANTA TEREZINHA;FAZENDA RIO GRANDE;PR;83829018;-2.565.295;-4.931.432;2026-02-09 21:05:02.694969+00;HAVAN
2427;S02427 - FERREIRA COSTA - R. EDGAR SALES MIRANDA HENRIQUES - 345 - JOAO PESSOA - PB;;RUA EDSON FALCONI DE MELO;;JOAO PESSOA;PB;58036500;-708.955;-3.484.185;2026-02-09 21:05:01.598207+00;FERREIRA COSTA
8834;S08834 - HAVAN - AVENIDA CONSUL ASSAF TRAD - 1456 - CAMPO GRANDE - MS;;AVENIDA CONSUL ASSAF TRAD, 1456;MATA DO JACINTO;CAMPO GRANDE;MS;79033005;-2.041.961;-5.458.114;2026-02-09 21:05:02.239959+00;HAVAN
2162;S02162 - FRIGELAR - AVENIDA ANHANGUERA - 7150 - GOIANIA - GO;;Avenida Anhanguera, 7150 Qd P70;LOTE 8E SETOR DO FUNCIONARIO;GOIANIA;GO;74270200;-166.761.857;-4.927.693.960.000.000;2026-02-09 21:05:02.384876+00;FRIGELAR
7465;S07465 - ANGELONI - RODOVIA ARMANDO CALIL BULOS - 6375 - FLORIANOPOLIS - SC;;RODOVIA ARMANDO CALIL BULOS 6375;;FLORIANOPOLIS;SC;88058001;-2.743.741;-483.982;2026-02-09 21:05:01.947218+00;ANGELONI
50000;S50000 - COLOMBO - AVENIDA CEL. APARICIO BORGES - 2730 - PORTO ALEGRE - RS;;AVENIDA CEL. APARICIO BORGES, 2730;GLORIA;PORTO ALEGRE;RS;90680570;-3.007.278;-5.119.606;2026-02-09 21:05:01.947218+00;COLOMBO
1902;S01902 - HAVAN - FAROL SHOPPING - TUBARAO - SC;;AVENIDA MARCOLINO MARTINS CABRAL, 2525;AEROPORTO;TUBARAO;SC;88705003;-284.754;-4.899.473;2026-02-09 21:05:02.063994+00;HAVAN
16934;S16934 - REGIONAL SUL - HAVAN - BALNEARIO CAMBORIU - PIONEIROS - SC;;RUA ANTONIO BITTENCOURT, 114;PIONEIROS;BALNEARIO CAMBORIU;SC;88331090;-2.697.089;-4.863.818;2026-02-09 21:05:01.741346+00;HAVAN
3260;;;0;CENTRO;TRINDADE;DF;;0;0;2026-02-09 21:05:02.384876+00;FUJIOKA
70205;S70205 - COLOMBO - RUA VEREADOR ARTHUR MANOEL MARIANO - 1320 - SAO JOSE - SC;;RUA VEREADOR ARTHUR MANOEL MARIANO, 1320;FORQUILHINHA;SAO JOSE;SC;88106501;-2.759.759;-4.864.258;2026-02-09 21:05:01.947218+00;COLOMBO
46401;S46401 - COLOMBO - RUA CASTRO ALVES - 18 - DOIS VIZINHOS - PR;;RUA CASTRO ALVES, 18;;DOIS VIZINHOS;PR;85660000;-2.574.701;-5.305.391;2026-02-09 21:05:02.576155+00;COLOMBO
11794;S11794 - FUJIOKA - APARECIDA SHOPPING - APARECIDA DE GOIANIA - GO;;Avenida Independencia,285;SETOR SERRA DOURADA;APARECIDA DE GOIANIA;GO;74045095;-166.698.137;-492.296.217;2026-02-09 21:05:02.239959+00;FUJIOKA
39030;S39030 - COLOMBO - RUA DOS ANDRADAS - 264 - SANTANA DO LIVRAMENTO - RS;;RUA DOS ANDRADAS, 264;CENTRO;SANTANA DO LIVRAMENTO;RS;97573572;-3.089.303;-5.553.423;2026-02-09 21:05:01.947218+00;COLOMBO
5005;S05005 - FRIGELAR - AVENIDA DOS AUTONOMISTAS - 6230 - OSASCO - SP;;Avenida Dos Autonomistas, 6230;QUITAUNA;OSASCO;SP;6194060;-2.352.329;-4.680.634;2026-02-09 21:05:02.239959+00;FRIGELAR
88678;S88678 - COLOMBO - AVENIDA BRASIL - 1311 - TANGARA DA SERRA - MT;;AVENIDA BRASIL, 1311;JARDIM CIDADE ALTA;TANGARA DA SERRA;MT;78306157;-1.462.701;-5.749.696;2026-02-09 21:05:02.384876+00;COLOMBO
1787;S01787 - DUFRIO - AVENIDA MARIO LEAL FERREIRA - 1664 - SALVADOR - BA;;Avenida Mario Leal Ferreira, 1664;;SALVADOR;BA;40285600;-1.298.443;-3.848.673;2026-02-09 21:05:02.239959+00;DUFRIO
6203;S06203 - HAVAN - RUA NICOLAU ASSIS - 969 - BAURU - SP;;RUA NICOLAU ASSIS, 969;JARDIM PANORAMA;BAURU;SP;17011102;-2.233.614;-4.905.235;2026-02-09 21:05:01.598207+00;HAVAN
6312;S06312 - DUFRIO - RUA ANTONIO ALVES - 611 - BAURU - SP;;Rua Antonio Alves, 611;CENTRO;BAURU;SP;17010170;-2.231.831;-4.907.111;2026-02-09 21:05:01.598207+00;DUFRIO
4326;S04326 - COLOMBO - RUA TIRADENTES - 154 - CANOAS - RS;;RUA TIRADENTES, 154;CENTRO;CANOAS;RS;92010260;-2.991.914;-5.117.974;2026-02-09 21:05:02.063994+00;COLOMBO
1960;S01960 - FERREIRA COSTA - AVENIDA MAL. MASCARENHAS DE MORAIS - 2967 - RECIFE - PE;;Av. Mal. Mascarenhas de Morais, 2967 - Imbiribeira, Recife - PE, 51150-905;;RECIFE;PE;51150905;-811.161;-3.491.225;2026-02-09 21:05:01.598207+00;FERREIRA COSTA
