código_pdv;nome_pdv;razao_social;status;endereco;bairro;cidade;uf;cep;latitude;longitude;created_at;bandeira
3044;03044 - ANGELONI - AVENIDA DO ESTADO - 2440 - BALNEARIO CAMBORIU - SC;8,36E+13;1;;NACOES;BALNEARIO CAMBORIU;SC;88338063;-269.767;-4.863.932;2026-02-09 21:05:02.063994+00;ANGELONI
1760;01760 - RAMSONS - MANAUARA SHOPPING - MANAUS - AM;3,34E+12;1;;ADRIANOPOLIS;MANAUS;AM;69057002;-31.035.827;-600.128.262;2026-02-09 21:05:02.384876+00;RAMSONS
40551;40551 - COLOMBO - AVENIDA PRES GETULIO VARGAS - 2194 - ALVORADA - RS;8,98E+13;1;;BELA VISTA;ALVORADA;RS;94810001;-2.999.896;-5.107.746;2026-02-09 21:05:01.947218+00;COLOMBO
901;00901 - UNIAR - AV. DOUTOR CARLOS DE MORAES BARROS - 350 - OSASCO - SP;1,89E+13;1;;CAMPESINA;OSASCO;SP;6023000;-2.354.318;-4.676.952;2026-02-09 21:05:02.239959+00;POLOAR
85814;85814 - COLOMBO - AVENIDA 25 DE JULHO - 725 - DOIS IRMAOS - RS;8,98E+13;1;;;DOIS IRMAOS;RS;93950000;-2.958.174;-5.108.754;2026-02-09 21:05:01.598207+00;COLOMBO
986;00986 - FRIOPECAS - AVENIDA. MALAMEDA MASCARENHAS DE MORAIS - 2683 - IMBIRIBEIRA - PE;9,32E+12;1;;IMBIRIBEIRA;IMBIRIBEIRA;PE;51150001;-810.423;-3.491.086;2026-02-09 21:05:01.598207+00;FRIOPECAS
3956;03956 - HAVAN - RUA PREFEITO ROQUE VERNALHA - 589 - PARANAGUA - PR;7,94E+13;1;;ITIBERE;PARANAGUA;PR;83206350;-2.552.799;-4.852.293;2026-02-09 21:05:02.694969+00;HAVAN
7937;07937 - COLOMBO - RUA JULIO DE CASTILHOS - 187 - CACHOEIRA DO SUL - RS;8,98E+13;1;;CENTRO;CACHOEIRA DO SUL;RS;96501001;-3.003.957;-5.289.847;2026-02-09 21:05:01.947218+00;COLOMBO
11460;11460 - REGIONAL SUL - HAVAN - 0118 - VARGINHA - JARDIM CANAA - MG;7,94E+13;1;;JARDIM CANAA;VARGINHA;MG;37026280;-2.156.997;-454.482;2026-02-09 21:05:02.576155+00;HAVAN
813;00813 - CLIMA RIO - RUA AMAZONAS DA SILVA - 205 - SAO PAULO - SP;8,82E+12;1;;VILA GUILHERME;SAO PAULO;SP;2051000;-2.351.748;-4.661.151;2026-02-09 21:05:01.598207+00;CLIMA RIO
12947;12947 - REGIONAL SUL - HAVAN - 0130 - CAMPINAS - JARDIM ANTONIO VON ZUBEN - SP;7,94E+13;1;;JARDIM ANTONIO VON ZUBEN;CAMPINAS;SP;13044502;-229.497.856;-470.264.568;2026-02-09 21:05:02.780508+00;HAVAN
20879;20879 - COLOMBO - RUA JULIO DE CASTILHOS - 979 - LAJEADO - RS;8,98E+13;1;;CENTRO;LAJEADO;RS;95900022;-2.946.228;-5.196.564;2026-02-09 21:05:01.741346+00;COLOMBO
17908;17908 - COLOMBO - RUA ALMIRANTE TAMANDARE - 678 - SAO MIGUEL DO OESTE - SC;8,98E+13;1;;;SAO MIGUEL DO OESTE;SC;89900000;-2.672.804;-5.351.939;2026-02-09 21:05:02.063994+00;COLOMBO
8653;08653 - FUJIOKA - SHOPPING SUL VALPARAISO - VALPARAISO DE GOIAS - GO;1,01E+12;1;;PARQUE ESPLANADA III;VALPARAISO DE GOIAS;GO;72876902;-160.791.823;-47.986.195;2026-02-09 21:05:02.239959+00;FUJIOKA
3441;03441 - HAVAN - RODOVIA DEPUTADO JOAO LEOPOLDO JACOMEL - 12896 - PINHAIS - PR;7,94E+13;1;;EMILIANO PERNETA;PINHAIS;PR;83324292;-2.543.213;-4.919.552;2026-02-09 21:05:02.694969+00;HAVAN
11207;11207 - HAVAN - AVENIDA GOVERNADOR CELSO RAMOS - SN - PORTO BELO - SC;7,94E+13;1;;PEREQUE;PORTO BELO;SC;88210000;-2.715.898;-4.856.727;2026-02-09 21:05:02.239959+00;HAVAN
14133;14133 - REGIONAL SUL - HAVAN - 0152 - SANTA MARIA - MEDIANEIRA - RS;7,94E+13;1;;NOSSA SENHORA MEDIANEIRA;SANTA MARIA;RS;97070805;-297.051.403;-538.136.103;2026-02-09 21:05:01.741346+00;HAVAN
3134;03134 - FRIGELAR - SIA/SUL TRECHO 1 - SN - BRASILIA - DF;9,27E+13;1;;ZONA INDUSTRIAL GUARA;BRASILIA;DF;71215901;-158.057.079.557.595;-4.796.383.723.157;2026-02-09 21:05:02.384876+00;FRIGELAR
25402;25402 - RAMSONS - AVENIDA VICENTE QUEIROGA A 8 A - SN - SAO LUIS - MA;4,00E+12;1;;PARQUE TIMBIRAS;SAO LUIS;MA;65042420;-25.575.465;-442.721.618;2026-02-09 21:05:02.239959+00;RAMSONS
28268;28268 - COLOMBO - AVENIDA CONSUL CARLOS RENAUX - 88 - BRUSQUE - SC;8,98E+13;1;;CENTRO I;BRUSQUE;SC;88350002;-2.709.719;-4.891.582;2026-02-09 21:05:01.947218+00;COLOMBO
7856;07856 - COLOMBO - AVENIDA URUGUAI - 636 - TRES DE MAIO - RS;8,98E+13;1;;;TRES DE MAIO;RS;98910000;-2.777.856;-5.423.432;2026-02-09 21:05:01.947218+00;COLOMBO
40128;40128 - COLOMBO - AVENIDA PEDRO ADAMS FILHO - 5522 - NOVO HAMBURGO - RS;8,98E+13;1;;CENTRO;NOVO HAMBURGO;RS;93510132;-2.968.376;-5.113.006;2026-02-09 21:05:01.947218+00;COLOMBO
3800;03800 - FRIGELAR - RODOVIA BR 316 - SN - ANANINDEUA - PA;9,27E+13;1;;COQUEIRO;ANANINDEUA;PA;67015220;-138.163.057.174.213;-484.014.887.957.142;2026-02-09 21:05:02.384876+00;FRIGELAR
4530;04530 - FRIGELAR - AVENIDA DOUTOR PAULO DE MORAES - 1111 - PIRACICABA - SP;9,27E+13;1;;PAULISTA;PIRACICABA;SP;13400853;-2.273.335;-4.765.912;2026-02-09 21:05:02.239959+00;FRIGELAR
10499;10499 - HAVAN - AVENIDA CASTELO BRANCO - 15706 - CACOAL - RO;7,94E+13;1;;INCRA;CACOAL;RO;76965894;-1.144.469;-6.144.151;2026-02-09 21:05:02.239959+00;HAVAN
16685;16685 - COLOMBO - AVENIDA VAZ FERREIRA - 1155 - TUPANCIRETA - RS;8,98E+13;1;;;TUPANCIRETA;RS;98170000;-2.908.105;-5.383.674;2026-02-09 21:05:01.741346+00;COLOMBO
86462;86462 - COLOMBO - AVENIDA XV DE NOVEMBRO - 1130 - AMPERE - PR;8,98E+13;1;;;AMPERE;PR;85640000;-2.591.579;-534.739;2026-02-09 21:05:02.694969+00;COLOMBO
4847;04847 - HAVAN - AVENIDA PREFEITO MOACYR JULIO SILVESTRI - 1881 - GUARAPUAVA - PR;7,94E+13;1;;BATEL;GUARAPUAVA;PR;85015370;-2.539.294;-5.148.042;2026-02-09 21:05:02.694969+00;HAVAN
326;00326 - FUJIOKA - CAICARA;1,01E+12;1;;ST. CAMPINAS;GOIANIA;GO;;-1.667.125;-4.924.673;2026-02-09 21:05:02.384876+00;FUJIOKA
190;00190 - CENTRAL AR - AV. SELIM JOSE DE SALES - 1108 - IPATINGA - MG;6,09E+13;1;;CANAA;IPATINGA;MG;35164506;-194.524.898.372.277;-425.548.004.937.494;2026-02-09 21:05:02.576155+00;CENTRAL AR
1550;01550 - UNIAR - RUA NOVA CIDADE - 128 - SAO PAULO - SP;1,89E+13;1;;VILA OLIMPIA;SAO PAULO;SP;4547070;-2.359.766;-4.667.977;2026-02-09 21:05:02.239959+00;STR
7339;07339 - FUJIOKA - APARECIDA DE GOIANIA GARAVELO/GO;1,01E+12;1;;SETOR GARAVELO;APARECIDA DE GOIANIA;GO;74930530;-1.676.947;-4.934.099;2026-02-09 21:05:02.384876+00;FUJIOKA
9670;09670 - ANGELONI - RUA PADRE AGOSTINHO - 2885 - CURITIBA - PR;8,36E+13;1;;BIGORRILHO;CURITIBA;PR;80710000;-2.543.434;-4.930.631;2026-02-09 21:05:02.694969+00;ANGELONI
50867;50867 - COLOMBO - RUA GETULIO VARGAS - 84 - BIGUACU - SC;8,98E+13;1;;CENTRO;BIGUACU;SC;88160128;-2.749.652;-4.865.583;2026-02-09 21:05:01.947218+00;COLOMBO
183;00183 - HAVAN - RODOVIA ANTONIO HEIL - 200 - BRUSQUE - SC;7,94E+13;1;;CENTRO;BRUSQUE;SC;88353100;-2.709.915;-4.890.686;2026-02-09 21:05:02.239959+00;HAVAN
8151;08151 - COLOMBO - RUA ANDRADE NEVES - 448 - RIO PARDO - RS;8,98E+13;1;;;RIO PARDO;RS;96640000;-2.998.531;-5.237.772;2026-02-09 21:05:01.947218+00;COLOMBO
18629;18629 - COLOMBO - RUA BENTO MARTINS - 2829 - URUGUAIANA - RS;8,98E+13;1;;CENTRO;URUGUAIANA;RS;97501520;-297.555;-5.708.527;2026-02-09 21:05:02.063994+00;COLOMBO
71511;71511 - COLOMBO - AVENIDA FELIPE SCHMIDT - 1970 - BRACO DO NORTE - SC;8,98E+13;1;;;BRACO DO NORTE;SC;88750000;-2.827.619;-4.916.615;2026-02-09 21:05:01.947218+00;COLOMBO
7943;07943 - HAVAN - AVENIDA PRESIDENTE VARGAS - SN - RIO VERDE - GO;7,94E+13;1;;JARDIM PRESIDENTE;RIO VERDE;GO;75908420;-1.780.377;-5.094.457;2026-02-09 21:05:02.384876+00;HAVAN
12190;12190 - HAVAN - AV JURACY MAGALHAES - 463 - VITORIA DA CONQUISTA - BA;7,94E+13;1;;BOA VISTA;VITORIA DA CONQUISTA;BA;45026090;-1.486.834;-4.084.466;2026-02-09 21:05:01.598207+00;HAVAN
3422;03422 - FUJIOKA - AVENIDA PRESIDENTE VARGAS - 550 - RIO VERDE - GO;1,01E+12;1;;CENTRO;RIO VERDE;GO;74945300;-1.678.875;-4.933.124;2026-02-09 21:05:02.384876+00;FUJIOKA
78958;78958 - COLOMBO - RUA MARECHAL DEODORO DA FONSECA - 522 - BARBOSA FERRAZ - PR;8,98E+13;1;;;BARBOSA FERRAZ;PR;86960000;-2.402.718;-5.201.144;2026-02-09 21:05:02.694969+00;COLOMBO
967;00967 - ANGELONI - AVENIDA DO CENTENARIO - 2699 - CRICIUMA - SC;8,36E+13;1;;CENTRO;CRICIUMA;SC;88801000;-2.867.941;-4.937.345;2026-02-09 21:05:02.063994+00;ANGELONI
26800;26800 - COLOMBO - AVENIDA MARECHAL FLORIANO PEIXOTO - 1048 - SOLEDADE - RS;8,98E+13;1;;;SOLEDADE;RS;99300000;-2.882.863;-5.251.186;2026-02-09 21:05:01.741346+00;COLOMBO
8400;08400 - HAVAN - AVENIDA CLERISTON ANDRADE - 3873 - BARREIRAS - BA;7,94E+13;1;;MIMOSO;BARREIRAS;BA;47803550;-1.214.162;-4.496.159;2026-02-09 21:05:01.598207+00;HAVAN
31307;31307 - COLOMBO - RUA TELEMACO CARNEIRO - 1080 - ARAPOTI - PR;8,98E+13;1;;;ARAPOTI;PR;84990000;-2.414.531;-4.982.334;2026-02-09 21:05:02.576155+00;COLOMBO
4369;04369 - ANGELONI - AVENIDA REPUBLICA ARGENTINA - 900 - CURITIBA - PR;8,36E+13;1;;VILA IZABEL;CURITIBA;PR;80620010;-2.545.452;-4.928.815;2026-02-09 21:05:02.694969+00;ANGELONI
762;00762 - COLOMBO - RUA JULIO DE CASTILHOS - 840 - VERANOPOLIS - RS;8,98E+13;1;;;VERANOPOLIS;RS;95330000;-2.893.512;-5.155.121;2026-02-09 21:05:02.239959+00;COLOMBO
7202;07202 - FRIGELAR - AVENIDA INCONFIDENCIA - 31 - CANOAS - RS;9,27E+13;1;;NOSSA SENHORA DAS GRACAS;CANOAS;RS;90570240;-2.992.601;-5.117.709;2026-02-09 21:05:02.063994+00;FRIGELAR
1398;01398 - UNIAR - AV. DOS ESTUDANTES - 1857 - SAO JOSE DO RIO PRETO - SP;1,89E+13;1;;VILA AEROPORTO;SAO JOSE DO RIO PRETO;SP;15025310;-208.113.505.985.324;-493.921.603.886.082;2026-02-09 21:05:01.598207+00;POLOAR
5557;05557 - FUJIOKA - AVENIDA PIO XII - 845 - GOIANIA - GO;1,01E+12;1;;CIDADE JARDIM;GOIANIA;GO;74425010;-1.667.824;-4.930.735;2026-02-09 21:05:02.384876+00;FUJIOKA
14052;14052 - HAVAN - AVENIDA PERIMETRAL PRESIDENTE TANCREDO ALMEIDA NEVES - 1757 - CAMPO MOURAO - PR;7,94E+13;1;;AREA URBANIZADA II;CAMPO MOURAO;PR;87302001;-240.437.988;-523.810.674;2026-02-09 21:05:02.694969+00;HAVAN
101;00101 - UNIAR - RUA VIVALDO GUIMARAES - 11 - BAURU - SP;3,32E+13;1;;JARDIM ESTORIL;BAURU;SP;17016070;-223.369.358;-490.697.784;2026-02-09 21:05:01.598207+00;POLOAR
1858;01858 - ANGELONI - AVENIDA GOVERNADOR IRINEU BORNHAUSEN - 5288 - FLORIANOPOLIS - SC;8,36E+13;1;;AGRONOMICA;FLORIANOPOLIS;SC;88025202;-2.757.173;-4.853.311;2026-02-09 21:05:02.063994+00;ANGELONI
14303;14303 - REGIONAL SUL - HAVAN - 0150 - SANTA CRUZ DO SUL - SCHULTZ - RS;7,94E+13;1;;SCHULZ;SANTA CRUZ DO SUL;RS;96845545;-297.370.699;-524.501.363;2026-02-09 21:05:01.741346+00;HAVAN
30165;30165 - COLOMBO - RUA 7 DE SETEMBRO - 46 - PANAMBI - RS;8,98E+13;1;;;PANAMBI;RS;98280000;-2.829.177;-5.350.101;2026-02-09 21:05:01.947218+00;COLOMBO
12785;12785 - HAVAN - SHOPPING PARK SUL - VOLTA REDONDA - RJ;7,94E+13;1;;SAO GERALDO;VOLTA REDONDA;RJ;27253005;-2.252.245;-4.408.012;2026-02-09 21:05:01.598207+00;HAVAN
21921;21921 - COLOMBO - RUA 15 DE NOVEMBRO - 640 - BLUMENAU - SC;8,98E+13;1;;VICTOR KONDER;BLUMENAU;SC;89012078;-2.692.124;-4.906.338;2026-02-09 21:05:01.741346+00;COLOMBO
79334;79334 - COLOMBO - AVENIDA RUI BARBOSA - 152 - TAPEJARA - PR;8,98E+13;1;;;TAPEJARA;PR;87430000;-2.373.391;-5.286.966;2026-02-09 21:05:02.694969+00;COLOMBO
11894;11894 - HAVAN - RUA LIZANIAS ARAUJO COELHO - 200 - NAVEGANTES - SC;7,94E+13;1;;SAO DOMINGOS;NAVEGANTES;SC;88371015;-268.826;-4.865.994;2026-02-09 21:05:02.239959+00;HAVAN
30912;30912 - COLOMBO - RUA SANTOS DUMONT - 483 - FAXINAL - PR;8,98E+13;1;;;FAXINAL;PR;86840000;-2.400.024;-5.132.577;2026-02-09 21:05:02.576155+00;COLOMBO
17159;17159 - REGIONAL SUL - HAVAN - NATAL - CANDELARIA - RN;7,94E+13;1;;CANDELARIA;NATAL;RN;59066180;-58.724.746;-352.204.953;2026-02-09 21:05:01.598207+00;HAVAN
74022;74022 - COLOMBO - RUA IRIRIU - 3550 - JOINVILLE - SC;8,98E+13;1;;IRIRIU;JOINVILLE;SC;89227020;-2.627.088;-4.881.211;2026-02-09 21:05:02.576155+00;COLOMBO
1560;01560 - FUJIOKA - SHOPPING CONJUNTO NACIONAL - DF - T22 - BRASILIA - DF;1,01E+12;1;;BRASILIA;BRASILIA;DF;;-1.562.433;-4.764.648;2026-02-09 21:05:02.384876+00;FUJIOKA
66607;66607 - COLOMBO - SHOPPING CENTER GRAVATAI - GRAVATAI - RS;8,98E+13;1;;PASSO DAS PEDRAS;GRAVATAI;RS;94035240;-2.994.963;-5.099.621;2026-02-09 21:05:01.947218+00;COLOMBO
81584;81584 - COLOMBO - RUA SANTA TEREZINHA - 919 - ELDORADO - MS;8,98E+13;1;;;ELDORADO;MS;79970000;-2.378.644;-5.428.544;2026-02-09 21:05:02.384876+00;COLOMBO
4297;04297 - FRIGELAR - RUA ROMUALDO ANDREAZZI - 492 - CAMPINAS - SP;9,27E+13;1;;JARDIM DO TREVO;CAMPINAS;SP;13041030;-2.292.038;-4.706.515;2026-02-09 21:05:02.239959+00;FRIGELAR
148;00148 - UNIAR - R. DOM PEDRO II - 390 - PORTO ALEGRE - RS;1,99E+13;1;;HIGIENOPOLIS;PORTO ALEGRE;RS;90550143;-300.101.915;-511.890.003;2026-02-09 21:05:02.239959+00;POLOAR
85652;85652 - COLOMBO - PRACA PRACA PEDRO ALZIDE GIRALDI - 999 - QUEDAS DO IGUACU - PR;8,98E+13;1;;;QUEDAS DO IGUACU;PR;85460000;-254.529.915;-52.909.015;2026-02-09 21:05:02.694969+00;COLOMBO
1505;01505 - ANGELONI - RUA FREI ROGERIO - 587 - LAGES - SC;8,36E+13;1;;CENTRO;LAGES;SC;88502161;-2.781.285;-5.032.095;2026-02-09 21:05:02.063994+00;ANGELONI
2470;02470 - HAVAN - FLORIPA SHOPPING - FLORIANOPOLIS - SC;7,94E+13;1;;SACO GRANDE;FLORIANOPOLIS;SC;88032005;-275.541.735;-484.984.083;2026-02-09 21:05:02.063994+00;HAVAN
79253;79253 - COLOMBO - AVENIDA AFONSO PENA - 209 - PARAISO DO SUL - RS;8,98E+13;1;;;PARAISO DO SUL;RS;96530000;-2.973.104;-5.317.963;2026-02-09 21:05:01.741346+00;COLOMBO
5420;05420 - FRIGELAR - AVENIDA MAURO RAMOS - 1099 - FLORIANOPOLIS - SC;9,27E+13;1;;CENTRO;FLORIANOPOLIS;SC;88015103;-2.759.157;-485.432;2026-02-09 21:05:02.063994+00;FRIGELAR
11380;11380 - HAVAN - AVENIDA TANCREDO NEVES - 3747 - CASCAVEL - PR;7,94E+13;1;;PIONEIROS CATARINENSES;CASCAVEL;PR;85805516;-249.782.707;-534.972.953;2026-02-09 21:05:02.694969+00;HAVAN
86977;86977 - COLOMBO - AVENIDA TRIFON HANICZ - 121 - PINHAO - PR;8,98E+13;1;;AZALEIA;PINHAO;PR;85170222;-256.976;-516.524;2026-02-09 21:05:02.694969+00;COLOMBO
5188;05188 - FRIGELAR - RUA GUATEMALA - 371 - RIO DE JANEIRO - RJ;9,27E+13;1;;PENHA;RIO DE JANEIRO;RJ;21020170;-2.283.079;-4.327.741;2026-02-09 21:05:01.598207+00;FRIGELAR
10227;10227 - HAVAN - AVENIDA MARECHAL RONDON - 6808 - VILHENA - RO;7,94E+13;1;;SETOR INDUSTRAL;VILHENA;RO;76980002;-1.275.497;-6.010.387;2026-02-09 21:05:02.239959+00;HAVAN
955;00955 - SUPERMERCADOSDB - AVENIDA RODRIGO OTAVIO - 3810 - MANAUS - AM;2,30E+13;1;;JAPIIM;MANAUS;AM;69077900;-31.204.458;-599.808.424;2026-02-09 21:05:02.576155+00;HIPER DB
9204;09204 - COLOMBO - RUA FRANCISCO J LOPES - 156 - SANTO ANTONIO DA PATRULHA - RS;8,98E+13;1;;;SANTO ANTONIO DA PATRULHA;RS;95500000;-2.983.185;-5.052.275;2026-02-09 21:05:01.947218+00;COLOMBO
1524;01524 - FRIOPECAS - RUA DOS GOITACAZES - 1145 - BELO HORIZONTE - MG;9,32E+12;1;;;BELO HORIZONTE;MG;30190052;-1.992.079;-4.394.778;2026-02-09 21:05:02.576155+00;FRIOPECAS
9913;09913 - ANGELONI - RODOVIA BR 101 KM 154 - SN - PORTO BELO - SC;8,36E+13;1;;;PORTO BELO;SC;88210000;-197.507.108;-403.799.016;2026-02-09 21:05:01.947218+00;ANGELONI
364;00364 - RAMSONS - RUA MARCILIO DIAS - 158 - MANAUS - AM;3,34E+12;1;;CENTRO;MANAUS;AM;69005270;-31.365.143;-600.231.485;2026-02-09 21:05:02.384876+00;RAMSONS
2271;02271 - CLIMA RIO - AV. TARCISIO MIRANDA - 565 - CAMPOS DOS GOYTACAZES - RJ;8,82E+12;1;;PARQUE TURF CLUB;CAMPOS DOS GOYTACAZES;RJ;28020802;-217.863.968.840.015;-413.002.632.764.044;2026-02-09 21:05:01.598207+00;CLIMA RIO
12351;12351 - HAVAN - RODOVIA DEPUTADO GENESIO TURECK ACESSO OESTE - 219 - SAO BENTO DO SUL - SC;7,94E+13;1;;OXFORD;SAO BENTO DO SUL;SC;89285470;-262.192.049;-494.036.136;2026-02-09 21:05:02.063994+00;HAVAN
32966;32966 - COLOMBO - RUA 7 DE SETEMBRO - 809 - GUAIRA - PR;8,98E+13;1;;;GUAIRA;PR;85980000;-2.408.041;-542.542;2026-02-09 21:05:02.576155+00;COLOMBO
3801;03801 - DUFRIO - R. JOAO BASSO - 65 - SAO BERNARDO DO CAMPO - SP;1,75E+12;1;;CENTRO;SAO BERNARDO DO CAMPO;SP;9721100;-2.372.063;-4.654.985;2026-02-09 21:05:02.239959+00;DUFRIO
6971;06971 - HAVAN - AVENIDA MIGUEL SABIO DE MELLO - 350 - FRANCA - SP;7,94E+13;1;;JARDIM SANTANA;FRANCA;SP;14403068;-2.055.393;-4.739.667;2026-02-09 21:05:01.598207+00;HAVAN
38566;38566 - COLOMBO - RUA EMILIO JOST - 214 - NOVA HARTZ - RS;8,98E+13;1;;;NOVA HARTZ;RS;93890000;-2.958.531;-5.090.456;2026-02-09 21:05:01.947218+00;COLOMBO
6700;06700 - HAVAN - AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK - 6000 - SAO JOSE DOS CAMPOS - SP;7,94E+13;1;;MONTE CASTELO;SAO JOSE DOS CAMPOS;SP;12215380;-2.318.054;-4.586.688;2026-02-09 21:05:02.780508+00;HAVAN
60234;60234 - COLOMBO - AVENIDA EMANCIPACAO - 189 - ELDORADO DO SUL - RS;8,98E+13;1;;;ELDORADO DO SUL;RS;92990000;-2.999.729;-5.130.781;2026-02-09 21:05:01.947218+00;COLOMBO
1424;01424 - ANGELONI - RUA ESTEVES JUNIOR - 307 - FLORIANOPOLIS - SC;8,36E+13;1;;;FLORIANOPOLIS;SC;88015130;-2.759.184;-4.855.287;2026-02-09 21:05:02.063994+00;ANGELONI
5106;05106 - CLIMA RIO - AVENIDA SEN VITORINO FREIRE - 1981 - SAO LUIS - MA;8,82E+12;1;;AREINHA;SAO LUIS;MA;65030015;-254.287;-4.429.211;2026-02-09 21:05:02.239959+00;CLIMA RIO
3568;03568 - FRIGELAR - AVENIDA MARIO LEAL FERREIRA - 901 - SALVADOR - BA;9,27E+13;1;;COSME DE FARIAS;SALVADOR;BA;40252390;-1.298.294;-3.849.313;2026-02-09 21:05:02.239959+00;FRIGELAR
623;00623 - FRIGELAR - RUA SGTO SILVIO D HOLLEMBACH - 171 - IMBIRIBEIRA - PE;9,27E+13;1;;IMBIRIBEIRA;IMBIRIBEIRA;PE;51150290;-810.264;-3.490.907;2026-02-09 21:05:01.598207+00;FRIGELAR
108;00108 - CLAUDINO - RUA PADRE MANOEL MARIANO - 21 - CAJAZEIRAS - PB;9,00E+12;1;;;CAJAZEIRAS;PB;58900000;-688.827;-385.609.001;2026-02-09 21:05:01.598207+00;CLAUDINO
9210;09210 - HAVAN - ALAMEDA ASCENDIDO MORAIS DE AS - 9655 - ARARANGUA - SC;7,94E+13;1;;SANGA DA AREIA;ARARANGUA;SC;88902670;-289.939.034;-495.505.614;2026-02-09 21:05:01.947218+00;HAVAN
5692;05692 - FRIGELAR - AVENIDA WASHINGTON LUIS - 1 - SANTOS - SP;9,27E+13;1;;VILA MATHIAS;SANTOS;SP;11050201;-2.394.745;-4.632.539;2026-02-09 21:05:01.598207+00;FRIGELAR
7258;07258 - FUJIOKA - RUA RUA GOIAS - 690 - INHUMAS - GO;1,01E+12;1;;CENTRO;INHUMAS;GO;75400000;-1.635.995;-4.949.938;2026-02-09 21:05:02.384876+00;FUJIOKA
911;00911 - FUJIOKA - ANAPOLIS;1,01E+12;1;;ST. CENTRAL;ANAPOLIS;GO;;-1.632.626;-4.895.661;2026-02-09 21:05:02.576155+00;FUJIOKA
1542;01542 - CLIMA RIO - AVENIDA VINTE E QUATRO DE OUTUBRO - 196 - GOIANIA - GO;8,82E+12;1;;SETOR DOS FUNCIONARIOS;GOIANIA;GO;74323445;-166.735.201;-492.810.274;2026-02-09 21:05:02.576155+00;CLIMA RIO
23460;23460 - COLOMBO - RUA SAUL BRANDALISE - 300 - VIDEIRA - SC;8,98E+13;1;;CENTRO;VIDEIRA;SC;89560196;-2.700.607;-5.115.074;2026-02-09 21:05:01.741346+00;COLOMBO
1406;01406 - HAVAN - AVENIDA GETULIO VARGAS - 558 - CHAPECO - SC;7,94E+13;1;;CENTRO;CHAPECO;SC;89801000;-2.710.966;-5.261.302;2026-02-09 21:05:02.063994+00;HAVAN
28691;28691 - COLOMBO - AVENIDA ASSIS BRASIL - 2278 - PORTO ALEGRE - RS;8,98E+13;1;;RS 91010;PORTO ALEGRE;RS;91010004;-3.001.136;-5.116.478;2026-02-09 21:05:01.947218+00;COLOMBO
461;00461 - FRIGELAR - ALAMEDA GLETE - 771 - SAO PAULO - SP;9,27E+13;1;;CAMPOS ELISEOS;SAO PAULO;SP;1215001;-2.353.592;-466.481;2026-02-09 21:05:02.239959+00;FRIGELAR
16170;16170 - COLOMBO - RUA SENADOR SALGADO FILHO - 3711 - VIAMAO - RS;8,98E+13;1;;VIAMOPOLIS;VIAMAO;RS;94470000;-300.909;-5.108.646;2026-02-09 21:05:01.741346+00;COLOMBO
10172;10172 - ANGELONI - RODOVIA JOSE CARLOS DAUX SC 401 - 2684 - FLORIANOPOLIS - SC;8,36E+13;1;;JOAO PAULO;FLORIANOPOLIS;SC;88030000;-2.756.818;-4.851.114;2026-02-09 21:05:02.239959+00;ANGELONI
704;00704 - FRIGELAR - RUA VISCONDE DO RIO BRANCO - 1151 - RIBEIRAO PRETO - SP;9,27E+13;1;;CENTRO;RIBEIRAO PRETO;SP;14015000;-2.117.672;-4.780.311;2026-02-09 21:05:01.598207+00;FRIGELAR
3677;03677 - CLIMA RIO - AVENIDA LOBO JR - 1408 - RIO DE JANEIRO - RJ;8,82E+12;1;;PENHA;RIO DE JANEIRO;RJ;21010005;-2.283.268;-4.327.983;2026-02-09 21:05:01.598207+00;CLIMA RIO
12432;12432 - HAVAN - RUA VALENTIM VIEIRA SALIMA SALUM - 355 - BIGUACU - SC;7,94E+13;1;;CENTRO;BIGUACU;SC;88160142;-2.750.115;-4.865.356;2026-02-09 21:05:02.063994+00;HAVAN
2965;02965 - FUJIOKA - SHOPPING CONJUNTO NACIONAL - DF - T18 - BRASILIA - DF;1,01E+12;1;;BRASILIA;BRASILIA;DF;;-157.916.102;-478.835.425;2026-02-09 21:05:02.384876+00;FUJIOKA
16420;16420 - HAVAN - AVENIDA GOVERNADOR JOSE LINDOSO - 3120 - MANAUS - AM;7,94E+13;1;;NOVO ALEIXO;MANAUS;AM;69058473;-30.768.334;-599.919.269;2026-02-09 21:05:02.384876+00;HAVAN
1660;01660 - HAVAN - RUA 15 DE NOVEMBRO - 1050 - BLUMENAU - SC;7,94E+13;1;;CENTRO;BLUMENAU;SC;89010003;-2.691.905;-4.906.595;2026-02-09 21:05:02.063994+00;HAVAN
750;00750 - FUJIOKA - AVENIDA INDEPENDENCIA - 3822 - GOIANIA - GO;1,01E+12;1;;GOIANIA;GOIANIA;GO;74130010;-1.666.359;-4.925.904;2026-02-09 21:05:02.384876+00;FUJIOKA
67751;67751 - COLOMBO - AVENIDA AVENIDA PARAGUASSU - 2252 - CAPAO DA CANOA - RS;8,98E+13;1;;;CAPAO DA CANOA;RS;95555000;-2.976.124;-5.001.909;2026-02-09 21:05:01.947218+00;COLOMBO
15522;15522 - COLOMBO - RUA GAL. OSORIO - 1015 - CANGUCU - RS;8,98E+13;1;;;CANGUCU;RS;96600000;-3.139.741;-5.267.566;2026-02-09 21:05:01.741346+00;COLOMBO
